SEQ,,合計,ドラッグストア,デパート,ブランド専門のインターネット通信販売,大型スーパー,化粧品専門店,インターネット以外の通信販売,その他,ディスカウント系のインターネット通信販売,バラエティショップ,コンビニエンスストア,食品スーパー,ディスカウントショップ（ドンキホーテ等）,ホームセンター
831,テクニック,2,1,0,0,0,0,0,1,0,0,0,0,0,0
832,みんな,2,1,1,0,0,0,0,0,0,0,0,0,0,0
833,交換,2,0,0,1,0,0,1,0,0,0,0,0,0,0
834,いくつ,2,0,0,0,0,1,1,0,0,0,0,0,0,0
835,木目,2,0,1,0,0,1,0,0,0,0,0,0,0,0
836,コンセプト,2,1,0,0,0,0,0,0,1,0,0,0,0,0
837,華やか,2,0,1,0,1,0,0,0,0,0,0,0,0,0
838,触り心地,2,1,1,0,0,0,0,0,0,0,0,0,0,0
839,ムースタイプ,2,2,0,0,0,0,0,0,0,0,0,0,0,0
840,色落ち,2,0,1,0,0,1,0,0,0,0,0,0,0,0
841,矢田亜希子さん,2,1,1,0,0,0,0,0,0,0,0,0,0,0
842,分量,2,1,0,0,0,0,1,0,0,0,0,0,0,0
843,変身,2,1,0,0,0,0,0,0,1,0,0,0,0,0
844,花,2,0,2,0,0,0,0,0,0,0,0,0,0,0
845,最高,2,0,0,0,0,0,0,2,0,0,0,0,0,0
846,ツケ心地,2,1,1,0,0,0,0,0,0,0,0,0,0,0
847,きが,2,1,1,0,0,0,0,0,0,0,0,0,0,0
848,水無し,2,0,0,0,1,0,0,0,0,0,0,0,0,1
849,きっかけ,2,2,0,0,0,0,0,0,0,0,0,0,0,0
850,たま,2,0,1,1,0,0,0,0,0,0,0,0,0,0
851,新鮮,2,1,0,0,1,0,0,0,0,0,0,0,0,0
852,め,2,0,0,0,0,0,1,1,0,0,0,0,0,0
853,一日中,2,0,0,1,0,0,0,0,1,0,0,0,0,0
854,決め,2,0,0,0,0,0,2,0,0,0,0,0,0,0
855,一つ,2,0,0,1,0,0,0,1,0,0,0,0,0,0
856,キャッチコピー,2,0,0,0,0,0,0,2,0,0,0,0,0,0
857,販売店,2,1,0,0,0,1,0,0,0,0,0,0,0,0
858,シットリ感,2,2,0,0,0,0,0,0,0,0,0,0,0,0
859,ブラシ,2,0,0,1,0,0,0,1,0,0,0,0,0,0
860,現在,2,0,1,0,0,0,0,1,0,0,0,0,0,0
861,知り合い,2,0,0,1,0,0,0,1,0,0,0,0,0,0
862,ファンデーション自体,2,1,0,0,0,0,0,1,0,0,0,0,0,0
863,血色,2,0,0,0,0,1,0,1,0,0,0,0,0,0
864,つけたて,2,0,0,0,0,0,0,1,1,0,0,0,0,0
865,微妙,2,1,0,1,0,0,0,0,0,0,0,0,0,0
866,真夏,2,1,0,0,0,0,0,1,0,0,0,0,0,0
867,手ごろ価格,2,0,0,0,1,0,0,0,0,0,1,0,0,0
868,陶器肌,2,0,1,0,0,1,0,0,0,0,0,0,0,0
869,試し,2,1,0,0,0,0,1,0,0,0,0,0,0,0
870,お金,2,0,0,0,1,0,0,1,0,0,0,0,0,0
871,どれ,2,0,1,0,1,0,0,0,0,0,0,0,0,0
872,スキ,2,0,1,1,0,0,0,0,0,0,0,0,0,0
873,脂浮き,2,1,1,0,0,0,0,0,0,0,0,0,0,0
874,感じ肌,2,1,1,0,0,0,0,0,0,0,0,0,0,0
875,日焼け対策,2,0,0,0,0,0,1,0,1,0,0,0,0,0
876,スティック状,2,1,0,0,0,1,0,0,0,0,0,0,0,0
877,紫外線防止,2,2,0,0,0,0,0,0,0,0,0,0,0,0
878,日焼け止め機能,2,1,0,0,0,0,0,0,0,0,1,0,0,0
879,びがよいところ,2,1,1,0,0,0,0,0,0,0,0,0,0,0
880,接客,2,0,1,0,1,0,0,0,0,0,0,0,0,0
881,１００円,2,0,0,0,0,0,0,1,0,1,0,0,0,0
882,高価,2,0,1,0,0,1,0,0,0,0,0,0,0,0
883,かさつき,2,1,0,0,0,0,1,0,0,0,0,0,0,0
884,場所,2,1,0,0,0,0,1,0,0,0,0,0,0,0
885,シワ,2,0,0,1,0,0,0,0,0,0,0,0,0,1
886,肌アレ,2,1,0,0,0,0,1,0,0,0,0,0,0,0
887,手頃価格,2,2,0,0,0,0,0,0,0,0,0,0,0,0
888,薄着,2,2,0,0,0,0,0,0,0,0,0,0,0,0
889,日焼け防止効果,2,0,1,0,0,1,0,0,0,0,0,0,0,0
890,自然色,2,0,1,0,0,1,0,0,0,0,0,0,0,0
891,真っ白,2,0,1,0,1,0,0,0,0,0,0,0,0,0
892,スベスベ,2,2,0,0,0,0,0,0,0,0,0,0,0,0
893,両面,2,0,0,0,1,0,0,0,0,0,1,0,0,0
894,鼻,2,0,0,0,1,1,0,0,0,0,0,0,0,0
895,価格帯,2,1,1,0,0,0,0,0,0,0,0,0,0,0
896,コンパクトタイプ,2,0,0,1,0,0,0,1,0,0,0,0,0,0
897,白浮き,2,0,1,1,0,0,0,0,0,0,0,0,0,0
898,予防,2,0,1,0,0,0,0,0,0,1,0,0,0,0
899,何回,2,0,0,0,0,1,0,1,0,0,0,0,0,0
900,オールシーズン用,2,0,0,0,1,0,0,1,0,0,0,0,0,0
901,水無し両用タイプ,2,0,0,0,1,0,1,0,0,0,0,0,0,0
902,夏向き,2,0,1,1,0,0,0,0,0,0,0,0,0,0
903,ー力,2,0,1,1,0,0,0,0,0,0,0,0,0,0
904,替え,2,0,1,0,0,1,0,0,0,0,0,0,0,0
905,あら,2,2,0,0,0,0,0,0,0,0,0,0,0,0
906,コスメ,2,0,1,0,0,1,0,0,0,0,0,0,0,0
907,場合,2,0,1,0,0,0,1,0,0,0,0,0,0,0
908,プラウディア,2,1,1,0,0,0,0,0,0,0,0,0,0,0
909,竹内結子,2,1,0,0,0,1,0,0,0,0,0,0,0,0
910,欠点,2,0,1,0,0,0,1,0,0,0,0,0,0,0
911,ニキビ予防,2,1,0,0,0,1,0,0,0,0,0,0,0,0
912,uv効果,2,1,0,0,1,0,0,0,0,0,0,0,0,0
913,ハイライト,2,0,2,0,0,0,0,0,0,0,0,0,0,0
914,多数,2,0,1,1,0,0,0,0,0,0,0,0,0,0
915,ソフト,2,0,0,0,0,1,0,1,0,0,0,0,0,0
916,体質,2,0,1,0,0,0,0,1,0,0,0,0,0,0
917,'1',2,0,1,1,0,0,0,0,0,0,0,0,0,0
918,脂症,2,1,1,0,0,0,0,0,0,0,0,0,0,0
919,つややか,2,1,1,0,0,0,0,0,0,0,0,0,0,0
920,とき自然,2,2,0,0,0,0,0,0,0,0,0,0,0,0
921,ろ,2,0,0,0,0,1,1,0,0,0,0,0,0,0
922,化学物質,2,0,0,0,0,0,1,1,0,0,0,0,0,0
923,付け方,2,0,1,0,0,0,1,0,0,0,0,0,0,0
924,全部,2,0,0,2,0,0,0,0,0,0,0,0,0,0
925,肌本来,2,0,1,0,0,0,0,1,0,0,0,0,0,0
926,手頃肌,2,0,0,0,0,1,0,0,1,0,0,0,0,0
927,皺,2,0,1,0,1,0,0,0,0,0,0,0,0,0
928,スキンケア成分,2,0,0,1,0,0,1,0,0,0,0,0,0,0
929,美容員,2,0,1,0,0,1,0,0,0,0,0,0,0,0
930,なか,2,1,0,0,0,0,0,0,1,0,0,0,0,0
931,カンタン,2,1,1,0,0,0,0,0,0,0,0,0,0,0
932,付き具合,2,2,0,0,0,0,0,0,0,0,0,0,0,0
933,色ムラ,2,0,1,0,0,0,1,0,0,0,0,0,0,0
934,重ね付け,2,1,0,1,0,0,0,0,0,0,0,0,0,0
935,そこ,2,1,1,0,0,0,0,0,0,0,0,0,0,0
936,ドラッグストアー,2,2,0,0,0,0,0,0,0,0,0,0,0,0
937,パール感,2,1,1,0,0,0,0,0,0,0,0,0,0,0
938,角度,2,0,0,0,2,0,0,0,0,0,0,0,0,0
939,ショップ,2,0,0,1,1,0,0,0,0,0,0,0,0,0
940,割安,2,2,0,0,0,0,0,0,0,0,0,0,0,0
941,乳液タイプ,2,2,0,0,0,0,0,0,0,0,0,0,0,0
942,検討中,2,0,0,0,0,0,2,0,0,0,0,0,0,0
943,一般,2,0,0,1,0,0,0,1,0,0,0,0,0,0
944,練り状,2,0,0,1,0,0,0,0,0,1,0,0,0,0
945,高級,2,0,0,1,0,0,0,1,0,0,0,0,0,0
946,混合肌,2,0,0,0,0,2,0,0,0,0,0,0,0,0
947,使い方,2,0,0,0,0,0,1,1,0,0,0,0,0,0
948,お洒落,2,0,0,0,0,1,0,0,0,1,0,0,0,0
949,日常的,2,1,1,0,0,0,0,0,0,0,0,0,0,0
950,オイリー肌,2,1,1,0,0,0,0,0,0,0,0,0,0,0
951,有害,2,0,0,1,0,0,0,1,0,0,0,0,0,0
952,友達,2,1,0,0,0,0,0,1,0,0,0,0,0,0
953,'２つ',2,0,0,1,0,1,0,0,0,0,0,0,0,0
954,仕上がり具合,2,0,1,0,0,1,0,0,0,0,0,0,0,0
955,100円,2,1,0,0,0,0,0,0,0,0,0,0,0,1
956,飽き,2,0,0,0,1,0,1,0,0,0,0,0,0,0
957,ときサラッ,2,0,1,1,0,0,0,0,0,0,0,0,0,0
958,マシ,2,1,0,0,1,0,0,0,0,0,0,0,0,0
959,付き方,2,0,1,0,0,0,0,0,0,0,1,0,0,0
960,ニキビ用,2,0,1,0,0,1,0,0,0,0,0,0,0,0
961,快適,2,0,0,2,0,0,0,0,0,0,0,0,0,0
962,程,2,0,2,0,0,0,0,0,0,0,0,0,0,0
963,紫外線吸収剤,2,0,0,1,0,0,0,0,1,0,0,0,0,0
964,冬,2,0,1,1,0,0,0,0,0,0,0,0,0,0
965,'ＤＨＣ',2,0,0,0,1,0,1,0,0,0,0,0,0,0
966,サラサラ,2,1,0,0,0,0,0,0,0,1,0,0,0,0
967,妥当,2,1,0,1,0,0,0,0,0,0,0,0,0,0
968,機能的,2,0,0,2,0,0,0,0,0,0,0,0,0,0
969,ナノテク,2,1,0,0,0,0,0,0,0,1,0,0,0,0
970,こまやか,2,1,0,0,0,1,0,0,0,0,0,0,0,0
971,返品,2,0,0,0,1,0,1,0,0,0,0,0,0,0
972,ダイソー,2,0,0,0,0,0,0,1,0,1,0,0,0,0
973,SPF値,2,1,0,0,1,0,0,0,0,0,0,0,0,0
974,粉おしろい,2,0,0,0,0,1,1,0,0,0,0,0,0,0
975,菅野美穂,2,2,0,0,0,0,0,0,0,0,0,0,0,0
976,なめらかさ,2,1,1,0,0,0,0,0,0,0,0,0,0,0
977,風,2,0,0,1,0,0,0,1,0,0,0,0,0,0
978,ワントーン,2,1,1,0,0,0,0,0,0,0,0,0,0,0
979,オシャレ,2,1,1,0,0,0,0,0,0,0,0,0,0,0
980,仕上り,2,0,2,0,0,0,0,0,0,0,0,0,0,0
981,ムース,2,1,1,0,0,0,0,0,0,0,0,0,0,0
982,大量,1,0,0,0,0,1,0,0,0,0,0,0,0,0
983,すっぴん,1,0,0,1,0,0,0,0,0,0,0,0,0,0
984,欲,1,0,1,0,0,0,0,0,0,0,0,0,0,0
985,ネット注文,1,0,0,1,0,0,0,0,0,0,0,0,0,0
986,ネットショップ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
987,１回分,1,0,0,0,0,0,1,0,0,0,0,0,0,0
988,人気商品,1,0,0,0,0,1,0,0,0,0,0,0,0,0
989,お手ごろ値段,1,0,0,0,1,0,0,0,0,0,0,0,0,0
990,おてごろ価格,1,1,0,0,0,0,0,0,0,0,0,0,0,0
991,｡カバー力,1,0,0,1,0,0,0,0,0,0,0,0,0,0
992,水化粧ファン,1,0,0,0,0,0,0,1,0,0,0,0,0,0
993,姿勢,1,1,0,0,0,0,0,0,0,0,0,0,0,0
994,ok,1,0,1,0,0,0,0,0,0,0,0,0,0,0
995,輝き,1,0,1,0,0,0,0,0,0,0,0,0,0,0
996,十数年前,1,0,0,0,0,1,0,0,0,0,0,0,0,0
997,石油系成分,1,0,0,1,0,0,0,0,0,0,0,0,0,0
998,freeplus,1,0,0,0,1,0,0,0,0,0,0,0,0,0
999,年代別,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,サラx２,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1001,かく,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,スキンラスティング,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1003,使用後肌,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1004,出物,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1005,ヤツ,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1006,オイルフリー処方,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1007,返品可,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1008,美容液みたい,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1009,斬新,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1010,ワンシーズン,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,ＳＰＦ23・ＰＡ++）,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1012,ことケース,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1013,十年近く,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1014,パウダー状,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1015,地黒,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1016,敏感肌の,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1017,ラメ入り,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1018,ジョンアップ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1019,床,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1020,モデル,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1021,スポーツタイプ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,ハイビジョン対応,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1023,ウォータープルーフタイプ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1024,写真写り,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1025,すみ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1026,100％オイルカット,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,仕上がり持ち,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1028,夏冬兼用,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1029,自然感覚,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1030,インパクト,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1031,真珠,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1032,綺麗ケース,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1033,びがよいほかよりてかりにくい,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1034,スーパーマーケット,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1035,下地効果,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1036,楽ちん,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1037,)ところ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1038,利点,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1039,アトピー感,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1040,浮き,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1041,つくり,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1042,のり具合,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1043,コーナー,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,サージ,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1045,機能別,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1046,フレッシェル,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1047,性能,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1048,リッキッド,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1049,びがいいからとても自然,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1050,デパート,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,値,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1052,プルルン,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,顧客,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1054,システム,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1055,(肌荒れ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1056,ほんとう,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1057,ところデザインブランド,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1058,乾燥感,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1059,使用時,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1060,ゴールド,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1061,肌むら,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1062,方法,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1063,これ以上,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1064,格安コスメ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,(顔,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1066,苦手,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1067,肌全体,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1068,コンディション,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1069,ニキビだらけ,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1070,とたんパウダー,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1071,総合的,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1072,化粧むら,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1073,脂崩れ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1074,個々,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1075,水アリ水ナシ両方,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1076,オーガニック化粧品,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1077,厚手,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1078,感じ自然,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1079,ファンデー,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1080,スポーツ時,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1081,びるううくつけられる,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1082,息,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1083,クリームファン,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1084,10年以上,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1085,ラク,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1086,ところ長持ち,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1087,ササッ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1088,反応,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1089,手ごろ感,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1090,一枚づつ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1091,付き合い,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1092,美容院,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1093,統一,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1094,美白用,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1095,パウダリーファンデーション,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1096,かたち,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1097,お買い物,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1098,とい,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,愛好者,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1100,伸びがよくうすづきなところ,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1101,簡易包装,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1102,バーナル,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1103,コンパクトサイズ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1104,通年使用,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,パッチテスト,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1106,一般的,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1107,装飾,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1108,7色パール,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1109,'.',1,1,0,0,0,0,0,0,0,0,0,0,0,0
1110,美容液入りリキッドファンデーション,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1111,真夏以外,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1112,スムーズ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1113,かなり,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1114,１回,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1115,ふたり,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1116,パウダリービジョン,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1117,'MAC',1,0,0,0,0,0,0,1,0,0,0,0,0,0
1118,小泉今日子,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1119,メイン,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1120,肌持ち,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1121,ぷるぷる感,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1122,つくし,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1123,色調,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,塗布,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1125,いしもち,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1126,全般的,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1127,綺麗め,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1128,オリーブバージンオイル配合,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1129,合成,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1130,価格つき,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1131,肌荒れ等,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1132,徹底的,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1133,カバー力素肌感,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1134,１００％オイルカット,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1135,涙,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1136,UVカット機能,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1137,控えめ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1138,皮膚生理学的,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1139,ファシオ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1140,処,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1141,ＵＶタイプ,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1142,ところすべて,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1143,2種類,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1144,ＵＶカット能力,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1145,女の子,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1146,去年,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1147,プロテクト効果,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1148,同メーカー,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1149,組み合わせ,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1150,レヒィル,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1151,粘着力,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1152,お化粧品,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1153,びもいいし,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1154,使用量,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1155,さリキッド,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1156,色付き,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1157,海外旅行,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1158,クォリティー,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1159,医者,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1160,料金,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,包装,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1162,紫外線効果,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1163,色テカラ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1164,子会社,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1165,アイテム,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1166,ヴァ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1167,SPF１９,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,ツッパリ感,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1169,負担感,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1170,商品開発,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1171,ガバー,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1172,アトピー体質,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1173,ブロック,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1174,オールシーズン共用,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1175,みたい,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1176,uｖカット,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1177,仕上がり不純物,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1178,かさつきがち,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1179,老化,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1180,粉末タイプ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1181,プルプル,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1182,ム,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1183,馴染み感,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1184,極め,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1185,仕上がり長持ち,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1186,ごこち,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1187,アレルギー等,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1188,貰い物,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1189,１９８０円,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1190,薄づき感,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1191,化粧品会社内,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1192,油性肌,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1193,二層式,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1194,化粧水タイプ,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1195,ところ基礎化粧品,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1196,すー,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1197,uv,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1198,使用中,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1199,化粧品販売,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1200,ロングセラー,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1201,ひりひり,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1202,1700円,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1203,病院,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1204,リッキド,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1205,紫外線予防,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1206,付け心地感,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1207,成分すべて,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1208,環境下,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1209,きり,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1210,固形パウダー,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1211,サンスクリーンオンフェイス,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1212,ニキビ対策,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1213,屋内,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1214,相生,1,0,0,1,0,0,0,0,0,0,0,0,0,0
